A009;Choléra, sans précision
P591;"Syndrome de la ""bile épaisse"""
P592;Ictère néonatal dû à des lésions hépatocellulaires, autres et sans précision
P593;Ictère néonatal dû à des inhibiteurs de la lactation
P598;Ictère néonatal dû à d'autres causes précisées
P599;Ictère néonatal, sans précision
P60;Coagulation intravasculaire disséminée chez le fotus et le nouveau-né
P610;Thrombopénie néonatale transitoire
P611;Polycythémie du nouveau-né
P612;Anémie de la prématurité
P613;Anémie congénitale par perte de sang fotal
P614;Autres anémies congénitales, non classées ailleurs
P615;Neutropénie néonatale transitoire
P616;Autres affections transitoires de la coagulation pendant la période néonatale
P618;Autres affections hématologiques précisées de la période périnatale
P619;Affection hématologique de la période périnatale, sans précision
P700;Syndrome de l'enfant dont la mère a un diabète de la grossesse
P701;Syndrome de l'enfant de mère diabétique
P702;Diabète sucré néonatal
P703;Hypoglycémie néonatale iatrogène
P704;Autres hypoglycémies néonatales
P708;Autres anomalies transitoires du métabolisme des glucides chez le fotus et le nouveau-né
P709;Anomalie transitoire du métabolisme des glucides chez le fotus et le nouveau-né, sans précision
P710;Hypocalcémie du nouveau-né, due au lait de vache
P711;Autres hypocalcémies du nouveau-né
P712;Hypomagnésémie néonatale
P713;Tétanie néonatale (sans carence en calcium ou magnésium)
P714;Hypoparathyroïdie néonatale transitoire
P718;Autres anomalies transitoires du métabolisme du calcium et du magnésium du nouveau-né
P719;Anomalie transitoire du métabolisme du calcium et du magnésium du nouveau-né, sans précision
P720;Goitre néonatal, non classé ailleurs
P721;Hyperthyroïdie transitoire néonatale
P722;Autres anomalies néonatales de la fonction thyroïdienne, non classées ailleurs
P728;Autres anomalies endocriniennes transitoires précisées du nouveau-né
P729;Anomalie endocrinienne transitoire du nouveau-né, sans précision
P740;Acidose métabolique tardive du nouveau-né
P741;Déshydratation du nouveau-né
P742;Anomalies de l'équilibre sodique du nouveau-né
P743;Anomalies de l'équilibre potassique du nouveau-né
P744;Autres anomalies électrolytiques transitoires du nouveau-né
P745;Tyrosinémie transitoire du nouveau-né
P748;Autres anomalies métaboliques transitoires du nouveau-né
P749;Anomalie métabolique transitoire du nouveau-né, sans précision
P75;Iléus méconial (E84.1)
P760;Syndrome du bouchon méconial
P761;Iléus transitoire du nouveau-né
P762;Occlusion intestinale due à un lait épaissi
P768;Autres occlusions intestinales précisées du nouveau-né
P769;Occlusion intestinale du nouveau-né, sans précision
P77;Entérocolite nécrosante du fotus et du nouveau-né
P780;Perforation intestinale périnatale
P781;Autres péritonites néonatales
P782;Hématémèse et mélæna néonatals dus à une déglutition de sang maternel
P783;Diarrhée (non infectieuse) néonatale
P788;Autres affections périnatales précisées de l'appareil digestif
P789;Affection périnatale de l'appareil digestif, sans précision
P800;Syndrome hypothermique du nouveau-né
P808;Autres formes d'hypothermie du nouveau-né
P809;Hypothermie du nouveau-né, sans précision
P810;Hyperthermie du nouveau-né due à l'environnement
P818;Autres troubles précisés de la régulation thermique du nouveau-né
P819;Trouble de la régulation thermique du nouveau-né, sans précision
P830;Sclérème du nouveau-né
P831;Érythème toxique du nouveau-né
P832;Anasarque fotoplacentaire (non due à une maladie hémolytique)
P833;Oedèmes, autres et sans précision, spécifiques du fotus et du nouveau-né
P834;Engorgement du sein chez le nouveau-né
P835;Hydrocèle congénitale
P836;Polype ombilical du nouveau-né
P838;Autres affections précisées des téguments spécifiques du fotus et du nouveau-né
P839;Affection des téguments spécifiques du fotus et du nouveau-né, sans précision
P90;Convulsions du nouveau-né
P910;Ischémie cérébrale néonatale
P911;Kystes périventriculaires acquis du nouveau-né
P912;Leucomalacie cérébrale néonatale
P913;Irritabilité cérébrale du nouveau-né
P914;Baisse de l'activité cérébrale du nouveau-né
P915;Coma du nouveau-né
P918;Autres affections cérébrales précisées du nouveau-né
P919;Affection cérébrale du nouveau-né, sans précision
P920;Vomissements du nouveau-né
P921;Régurgitation et mérycisme du nouveau-né
P922;Alimentation lente du nouveau-né
P923;Sous-alimentation du nouveau-né
P924;Suralimentation du nouveau-né
P925;Alimentation au sein difficile chez le nouveau-né
P928;Autres problèmes alimentaires du nouveau-né
P929;Problème alimentaire du nouveau-né, sans précision
P93;Réactions et intoxications médicamenteuses du fotus et du nouveau-né
P940;Myasthénie transitoire néonatale
P941;Hypertonie congénitale
P942;Hypotonie congénitale
P948;Autres anomalies du tonus musculaire du nouveau-né
P949;Anomalie du tonus musculaire du nouveau-né, sans précision
P95;Mort fotale de cause non précisée
P960;Insuffisance rénale congénitale
P961;Symptômes néonatals de privation dus à la toxicomanie de la mère
P962;Symptômes de privation d'une utilisation thérapeutique de médicaments chez le nouveau-né
P963;Retard de fermeture des sutures crâniennes
P964;Interruption de la grossesse, fotus et nouveau-né
P965;Complications consécutives à des actes à visée diagnostique et thérapeutique intra-utérins, non classées ailleurs, fotus et nouveau-né
P968;Autres affections précisées dont l'origine se situe dans la période périnatale
P969;Affection dont l'origine se situe dans la période périnatale, sans précision
Q000;Anencéphalie
Q001;Cranio-rachischisis
Q002;Iniencéphalie
Q010;Encéphalocèle frontale
Q011;Encéphalocèle naso-frontale
Q012;Encéphalocèle occipitale
Q018;Encéphalocèle d'autres localisations
Q019;Encéphalocèle, sans précision
Q02;Microcéphalie
Q030;Malformations de l'aqueduc de Sylvius
Q031;Atrésie des fentes de Luschka et du foramen de Magendie
Q038;Autres hydrocéphalies congénitales
Q039;Hydrocéphalie congénitale, sans précision
Q040;Malformations congénitales du corps calleux
Q041;Arhinencéphalie
Q042;Holoprosencéphalie
Q043;Autres anomalies localisées du développement de l'encéphale
Q044;Dysplasie du septum et des voies optiques
Q045;Mégalencéphalie
Q046;Kystes cérébraux congénitaux
Q048;Autres malformations congénitales précisées de l'encéphale
Q049;Malformation congénitale de l'encéphale, sans précision
Q050;Spina bifida cervical, avec hydrocéphalie
Q051;Spina bifida thoracique, avec hydrocéphalie
Q052;Spina bifida lombaire, avec hydrocéphalie
Q053;Spina bifida sacré, avec hydrocéphalie
Q054;Spina bifida, avec hydrocéphalie, sans précision
Q055;Spina bifida cervical, (sans hydrocéphalie)
Q056;Spina bifida thoracique, (sans hydrocéphalie)
Q057;Spina bifida lombaire, (sans hydrocéphalie)
Q058;Spina bifida sacré, (sans hydrocéphalie)
Q059;Spina bifida, sans précision
Q060;Amyélie
Q061;Hypoplasie et dysplasie de la moelle épinière
Q062;Diastématomyélie
Q063;Autres malformations congénitales de la queue de cheval
Q064;Hydromyélie
Q068;Autres malformations congénitales précisées de la moelle épinière
Q069;Malformation congénitale de la moelle épinière, sans précision
Q070;Syndrome d'Arnold-Chiari
Q078;Autres malformations congénitales précisées du système nerveux
Q079;Malformation congénitale du système nerveux, sans précision
Q100;Ptosis congénital
Q101;Ectropion congénital
Q102;Entropion congénital
Q103;Autres malformations congénitales des paupières
Q104;Absence et agénésie de l'appareil lacrymal
Q105;Sténose ou rétrécissement congénital du canal lacrymal
Q106;Autres malformations congénitales de l'appareil lacrymal
Q107;Malformation congénitale de l'orbite
Q110;Oeil kystique
Q111;Autres formes d'anophtalmie
Q112;Microphtalmie
Q113;Macrophtalmie
Q120;Cataracte congénitale
Q121;Luxation congénitale du cristallin
Q122;Colobome du cristallin
Q123;Aphakie congénitale
Q124;Sphérophakie
Q128;Autres malformations congénitales du cristallin
Q129;Malformation congénitale du cristallin, sans précision
Q130;Colobome (de l'iris)
Q131;Absence (congénitale) d'iris
Q132;Autres malformations congénitales de l'iris
Q133;Opacité congénitale de la cornée
Q134;Autres malformations congénitales de la cornée
Q135;Sclérotique bleue
Q138;Autres malformations congénitales de la chambre antérieure de l'oil
Q139;Malformation congénitale de la chambre antérieure de l'oil, sans précision
Q140;Malformation congénitale du corps vitré
Q141;Malformation congénitale de la rétine
Q142;Malformation congénitale de la papille optique
Q143;Malformation congénitale de la choroïde
Q148;Autres malformations congénitales de la chambre postérieure de l'oil
Q149;Malformation congénitale de la chambre postérieure de l'oil, sans précision
Q150;Glaucome congénital
Q158;Autres malformations congénitales précisées de l'oil
Q159;Malformation congénitale de l'oil, sans précision
Q160;Absence congénitale du pavillon de l'oreille
Q161;Absence, atrésie et rétrécissement congénitaux du conduit auditif (externe)
Q162;Absence (congénitale) de trompe d'Eustache
Q163;Malformation congénitale des osselets
Q164;Autres malformations congénitales de l'oreille moyenne
Q165;Malformation congénitale de l'oreille interne
Q169;Malformation congénitale de l'oreille (avec atteinte de l'audition), sans précision
Q170;Pavillon surnuméraire
Q171;Macrotie
Q172;Microtie
Q173;Autres déformations de l'oreille
Q174;Anomalie de position de l'oreille
Q175;Oreilles proéminentes
Q178;Autres malformations congénitales précisées de l'oreille
Q179;Malformation congénitale de l'oreille, sans précision
Q180;Fissure, fistule et kyste d'origine branchiale
Q181;Fistule et kyste préauriculaires
Q182;Autres malformations d'origine branchiale
Q183;Cou palmé
Q184;Macrostomie
Q185;Microstomie
Q186;Macrochéilie
Q187;Microchéilie
Q188;Autres malformations congénitales précisées de la face et du cou
Q189;Malformation congénitale de la face et du cou, sans précision
Q200;Tronc artériel commun
Q201;Ventricule droit à double issue
Q202;Ventricule gauche à double issue
Q203;Communication ventriculo-auriculaire discordante
Q204;Ventricule à double issue
Q205;Communication auriculo-ventriculaire discordante
Q206;Isomérisme des auricules cardiaques
Q208;Autres malformations congénitales des cavités et des orifices cardiaques
Q209;Malformation congénitale des cavités et des orifices cardiaques, sans précision
Q210;Communication interventriculaire
Q211;Communication interauriculaire
